887.91796875,889.349609375,888.72265625
888.50390625,888.92578125,888.91015625
887.7890625,889.037109375,888.72265625
888.2578125,888.7529296875,888.3544921875
889.171875,889.912109375,889.330078125
888.048828125,888.484375,888.470703125
889.2861328125,889.77734375,889.646484375
887.921875,888.919921875,888.068359375
887.93359375,889.1826171875,888.87109375
887.546875,888.0126953125,887.98828125
887.92578125,888.892578125,888.078125
888.638671875,889.3818359375,888.8193359375
888.9267578125,889.76953125,889.26171875
888.140625,889.447265625,888.681640625
888.2919921875,889.291015625,888.755859375
888.3251953125,889.6484375,889.0859375
889.03125,889.859375,889.84375
888.2255859375,888.720703125,888.4150390625
888.8125,889.7919921875,888.8232421875
888.314453125,889.2900390625,889.2529296875
889.294921875,889.79296875,889.7109375
888.04296875,888.4794921875,888.0537109375
888.060546875,889.0556640625,888.7734375
889.474609375,890.3134765625,889.7890625
890.326171875,891.3251953125,890.9423828125
889.095703125,889.4384765625,889.4130859375
888.115234375,888.9501953125,888.9345703125
889.009765625,889.2587890625,889.099609375
888.724609375,889.2236328125,888.86328125
888.892578125,889.765625,889.50390625
887.7080078125,888.69921875,887.974609375
889.1220703125,889.62109375,889.5732421875
890.30859375,891.2138671875,891.185546875
888.451171875,888.9365234375,888.591796875
888.5703125,889.5693359375,889.490234375
888.7236328125,889.7216796875,889.4833984375
888.865234375,889.8642578125,889.0087890625
888.9755859375,889.470703125,889.072265625
887.66796875,889.0966796875,888.4697265625
890.48046875,891.4140625,890.73046875
