[30.1005859375],[25.9765625],[27.9765625]
[31.1591796875],[26.228515625],[29.22265625]
[29.95703125],[25.94921875],[27.9453125]
[30.001953125],[25.974609375],[28.00390625]
[30.224609375],[26.1015625],[28.1015625]
[30.478515625],[26.228515625],[28.48046875]
[30.9814453125],[26.482421875],[28.48046875]
[30.00390625],[25.974609375],[28.0087890625]
[30.224609375],[26.1015625],[28.099609375]
[30.2373046875],[25.982421875],[28.2392578125]
[30.986328125],[26.482421875],[28.48046875]
[30.0087890625],[25.974609375],[28.0107421875]
[30.2236328125],[26.1015625],[28.099609375]
[30.224609375],[26.103515625],[28.23046875]
[30.482421875],[26.474609375],[28.47265625]
[30.001953125],[25.974609375],[28.0771484375]
[30.611328125],[26.1015625],[28.099609375]
[30.224609375],[25.978515625],[27.9765625]
[31.486328125],[26.982421875],[29.48046875]
[30.0029296875],[25.974609375],[28.005859375]
[30.0703125],[25.951171875],[28.07421875]
[29.974609375],[25.978515625],[27.9765625]
[30.4794921875],[25.982421875],[27.98046875]
[30.0029296875],[25.974609375],[28.0146484375]
[30.09765625],[26.0380859375],[28.037109375]
[30.228515625],[26.228515625],[28.23046875]
[31.111328125],[26.482421875],[28.48046875]
[30.001953125],[25.990234375],[28.0068359375]
[30.4189453125],[25.974609375],[27.97265625]
[30.228515625],[25.978515625],[28.8037109375]
[30.2373046875],[25.982421875],[27.98046875]
[30.005859375],[25.994140625],[28.0078125]
[30.0966796875],[26.037109375],[28.03515625]
[30.22265625],[26.099609375],[28.224609375]
[30.478515625],[26.224609375],[28.22265625]
[29.98828125],[25.974609375],[27.994140625]
[30.0341796875],[25.974609375],[27.97265625]
[30.2265625],[25.978515625],[28.2373046875]
[30.47265625],[26.46484375],[28.4609375]
[30.9853515625],[25.990234375],[28.9873046875]
[30.0341796875],[26.037109375],[28.03515625]
[30.4775390625],[26.224609375],[28.705078125]
[30.4794921875],[26.232421875],[28.23046875]
[29.9873046875],[25.990234375],[27.9892578125]
[30.03515625],[25.9765625],[27.974609375]
[29.9775390625],[25.978515625],[27.9833984375]
[30.45703125],[26.44921875],[28.4453125]
[29.986328125],[25.990234375],[27.98828125]
[31.0322265625],[26.037109375],[28.1201171875]
[30.19140625],[26.19921875],[28.1953125]
[30.228515625],[26.224609375],[28.22265625]
[30.03125],[25.974609375],[28.720703125]
[30.080078125],[25.974609375],[27.97265625]
[29.97265625],[25.9765625],[27.974609375]
[30.228515625],[25.982421875],[27.98046875]
[29.986328125],[25.990234375],[27.98828125]
[30.03515625],[26.005859375],[28.03515625]
[30.2236328125],[26.099609375],[28.2255859375]
[30.4794921875],[26.474609375],[28.47265625]
[30.494140625],[25.974609375],[28.52734375]
[30.001953125],[25.974609375],[27.97265625]
[30.0986328125],[25.9765625],[28.1005859375]
[30.517578125],[26.482421875],[28.48828125]
[29.95703125],[25.94921875],[27.9609375]
[30.001953125],[25.974609375],[27.97265625]
[30.09765625],[26.1015625],[28.1005859375]
[30.5009765625],[26.482421875],[28.48046875]
[30.978515625],[26.474609375],[28.9814453125]
[30.0361328125],[26.005859375],[28.00390625]
[29.9755859375],[25.978515625],[27.9775390625]
[30.228515625],[25.978515625],[27.9765625]
[30.4794921875],[26.474609375],[28.48046875]
[31.0009765625],[26.005859375],[28.0048828125]
[30.0419921875],[25.9765625],[28.0439453125]
[30.224609375],[26.228515625],[28.2265625]
[30.9912109375],[26.482421875],[29.0087890625]
[29.970703125],[25.974609375],[27.97265625]
[31.03515625],[26.0390625],[29.037109375]
[30.474609375],[26.224609375],[28.2265625]
[29.978515625],[25.982421875],[27.98046875]
[30.001953125],[25.990234375],[27.98828125]
[29.9716796875],[25.974609375],[28.0361328125]
[29.9814453125],[25.978515625],[27.98046875]
[30.45703125],[26.46484375],[28.4609375]
[29.986328125],[25.974609375],[27.97265625]
[31.0322265625],[26.037109375],[29.0341796875]
[30.2294921875],[25.978515625],[27.9765625]
[30.478515625],[25.982421875],[28.4892578125]
[29.9892578125],[25.990234375],[27.98828125]
[30.0361328125],[26.037109375],[28.2861328125]
[30.474609375],[26.1015625],[28.099609375]
[30.4794921875],[26.474609375],[29.1123046875]
[30.001953125],[25.990234375],[27.98828125]
[30.1005859375],[26.0400390625],[28.1025390625]
[30.2353515625],[26.099609375],[28.1005859375]
[30.4736328125],[25.974609375],[28.474609375]
[30.048828125],[25.990234375],[27.98828125]
[30.001953125],[26.005859375],[28.0078125]
[30.0986328125],[26.099609375],[28.09765625]
[29.9794921875],[25.974609375],[27.9814453125]
[29.986328125],[25.990234375],[27.98828125]
[30.033203125],[26.005859375],[28.03515625]
