[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[29.23046875],[22.990234375],[31.2265625]
[28.5673828125],[24.03515625],[31.0166015625]
[27.91015625],[23.080078125],[30.048828125]
[27.9453125],[23.984375],[30.27734375]
[27.9892578125],[23.0576171875],[30.2158203125]
[29.2216796875],[23.9765625],[31.2861328125]
[27.47265625],[23.005859375],[29.9873046875]
[28.3291015625],[23.40234375],[30.4013671875]
[27.97265625],[23.1025390625],[29.974609375]
[27.9755859375],[23.640625],[30.2080078125]
[28.10546875],[23.158203125],[30.107421875]
[28.001953125],[23.001953125],[30.03125]
[27.974609375],[23.3544921875],[30.291015625]
[27.97265625],[23.1044921875],[30.1220703125]
[28.0986328125],[23.02734375],[30.4853515625]
[27.70703125],[23.2314453125],[29.970703125]
[27.9853515625],[23.2451171875],[29.9814453125]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
[23.9970703125],[16.2060546875],[23.9970703125]
[19.337890625],[17.529296875],[24.140625]
[18.2158203125],[17.2333984375],[23.13671875]
[18.3564453125],[16.9833984375],[23.224609375]
[18.1962890625],[16.9833984375],[23.001953125]
[23.0126953125],[32.9853515625],[45.1103515625]
[23.2294921875],[32.96875],[45.2783203125]
[22.978515625],[32.9677734375],[44.958984375]
[22.9775390625],[33.7177734375],[44.9873046875]
[22.978515625],[32.9990234375],[44.9560546875]
[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0]
